#fields:  name;RG;dataNascimento
Twila Ryan;204971044;1965-02-16
Sheppard Barry;244226843;1982-02-27
Greer Cotton;787158126;1962-03-14
Merritt Fletcher;790375231;2005-09-14
Fischer Klein;353250623;1993-08-29
Shawn Benjamin;369965676;1993-11-07
Marta Vega;91473401;2000-02-14
Brigitte Barrera;717526816;1966-08-16
Jasmine Horton;697879416;2008-09-12
Lott Nieves;617034828;1958-07-03
Enid Grimes;637255882;1994-10-15
Schneider Gordon;144347415;1919-06-30
Sonia Hodges;567330900;1943-09-24
Socorro Whitney;558218674;1935-02-16
Strickland Morse;853045417;1958-10-09
Beryl Bryan;150945237;1944-04-28
Long Mcclure;781495015;2000-05-15
Sheila Guy;178714142;1944-05-30
Sallie Mccray;504339250;1964-07-12
Lilia Foster;201440381;2010-12-11
Gibson Johns;923957694;1948-10-30
Sarah Petersen;282357105;1961-09-23
Key Parrish;616595845;1979-07-05
Madge Whitaker;179293010;1984-09-28
Tricia Greer;479693880;1926-01-17
Tamika Henderson;639520123;1991-11-03
Potter Baldwin;516588899;1998-03-01
Hines Delacruz;515638973;1977-11-27
Blankenship Allison;971700142;1972-03-02
Tina Dickson;638684303;1966-11-23
Jane Barber;820276801;1969-11-17
Robbie Merrill;263962041;1965-04-13
Rosa Lawson;316651161;1916-04-24
Dunn Baxter;626582915;2006-05-17
Haley Watts;275295711;1922-06-13
Carlene Kelley;498235073;1986-12-04
Noelle Rios;903241535;1995-04-14
Herrera Wilkins;10776137;1941-07-07
Juanita Peterson;136844965;1983-08-02
Johnson Boyle;920434430;1950-11-05
Selma Hancock;448869091;1915-09-24
Holder Neal;547548346;1923-10-01
Neva Horne;278314017;1935-06-01
Roxanne Camacho;15673180;1939-09-18
Mcfarland Munoz;390130941;1975-01-24
Parker Mendez;77119232;1965-06-01
Alyce Kennedy;444098117;1916-07-07
Cherie Sanchez;532907428;2015-06-13
Georgia Ochoa;560235760;1962-04-21
Earnestine Hill;239129319;1981-09-28
Luna Weaver;6467983;2015-04-22
Farrell Carpenter;485449260;1994-07-27
Shanna Kirk;52488511;1939-04-19
Edwards Keller;494797751;1950-07-06
Foley Sellers;243094153;1940-01-08
Hurst Holt;207366475;1978-07-11
Jennings Wright;578672984;1962-12-09
Maryellen Hurst;983457040;1976-05-25
Avila Mullen;539282234;1971-08-14
Whitfield Simon;376064764;1947-01-09
Lucille Beck;250448299;1979-11-08
Powell Valdez;463144241;2011-11-10
Petty Cabrera;5548497;1994-01-08
Fay Odom;200333522;1963-09-03
Catalina Livingston;523982202;2002-05-04
Brooke Franklin;738772505;1960-09-22
Chavez Mills;827657709;1941-09-04
Clayton Gay;254288514;1959-07-22
Patrice Lara;129171734;1927-12-10
Lindsey Olson;636119031;1937-12-11
England Gilbert;208056351;1927-12-15
Sheri Butler;692967978;1978-12-21
Ollie Downs;45146686;1919-04-16
Wagner Raymond;663447506;2009-04-01
Elsa Savage;986564128;1946-06-18
Wiggins Dillard;792028578;1991-07-21
Jeanette Hall;99115841;1938-10-04
Dickerson Leonard;101432915;2003-03-21
Janine Wyatt;44435450;1979-01-30
Leach Mayo;941447672;1983-07-30
Valencia Leon;453998985;1947-02-24
Emilia Dunn;286775456;1937-01-21
Terri Casey;236269723;1979-10-05
Meyers Adams;381166668;1963-09-04
Macdonald Chaney;189689373;1998-01-12
Moses Mclean;384078524;1923-06-25
Jeri Ross;60335738;1986-09-10
Madden Hampton;79007100;2006-08-07
Le Spence;319211799;1988-02-13
Mays Sweeney;904621633;1988-09-27
Virgie Lindsay;356679853;2003-10-03
Lenora Lane;253957122;1982-04-20
Dean Fischer;955880743;1932-02-21
Francis Franks;698584506;1969-01-16
Ellison Warren;211311958;1917-06-15
Sherman Ferguson;96660410;2011-01-19
Conley Scott;919421226;1976-04-01
Bennett Mcleod;50072742;1993-11-22
Hamilton Wallace;784205001;1958-04-08
Duran Lott;271443184;1974-12-06
Lauri Medina;875091242;2009-12-27
Weeks Short;904957808;1973-03-18
Navarro Taylor;86405176;1948-07-12
Woodward Malone;786086475;1929-07-14
Consuelo Mckay;126940870;1961-11-18
Margret Holloway;115075706;1978-12-25
Berta Whitehead;713029904;1916-02-02
Keller Hurley;772992559;1935-06-16
Helga Blair;411656985;1921-05-23
Minnie Lowe;889928961;1997-10-03
Maryanne Perkins;293929381;2000-07-04
Estelle Brennan;663603055;1918-10-27
Corina Sweet;515175252;1993-01-31
Chasity David;481305362;1985-05-30
Nelson Young;826304301;1934-10-06
Jewell Jones;145504913;1978-04-20
Bond Santana;190193629;1915-11-03
Leola Caldwell;335964765;1962-06-06
Isabelle Copeland;258409419;1953-10-25
Eddie Golden;154808077;1994-05-11
Trudy Finley;766891304;1996-02-27
Maribel Daugherty;733551233;2007-11-16
Klein Boyd;530826738;1990-05-27
Tara Nichols;7493344;1932-02-12
Miriam Gutierrez;956746802;2013-03-13
Camille Evans;92163853;1924-06-26
Tanya Maldonado;919666008;1984-11-21
Maude Boyer;571114651;1952-06-17
Stephanie Conner;673756551;1983-12-07
Kimberly Castaneda;803962674;1979-10-17
Cline Pate;810242611;1999-06-30
Willis Hensley;171092454;1950-04-13
Church Hunter;264382490;2007-02-07
Corinne Bolton;614599251;1985-11-19
Olive Dorsey;87494215;1977-08-30
Verna Chavez;654457603;2006-12-08
Chang Howe;297402336;1933-04-13
Patsy Sims;135742865;1960-07-05
Hammond Sawyer;75427057;1959-12-13
Palmer Ortega;773895245;1995-09-18
Hogan Campos;58300498;1969-07-25
Tracie Bradley;189323459;1944-10-25
Georgina Huber;436031518;1927-05-08
Christian Huffman;711498773;1959-08-29
Lela Rowland;96521010;2014-12-03
Pierce Gregory;203531146;1995-05-29
Tia Wolfe;622574451;1964-02-25
Mariana Rosales;239771036;1930-04-25
Bass Rush;608804840;1978-01-22
Roberson Leach;898100483;1947-04-27
Cobb Tyson;401761084;1937-08-20
Black Watson;622908304;2015-01-13
Alisha Craft;79755441;1960-01-30
Garner Webb;985963321;1955-07-04
Jordan Mcgee;585164950;1963-06-12
Cole Williamson;963867056;1939-10-20
Janette Newman;463914550;1938-01-06
Johns Mueller;554779709;1977-07-02
Stewart Cameron;461747158;1956-06-04
Reilly Garner;249949500;1994-09-25
Margo Zamora;291589459;1917-09-30
Acevedo Orr;224950429;1992-02-10
Carla Dickerson;483429768;1998-09-04
House Faulkner;887245818;1936-01-02
Michele Barnes;356448478;1993-12-06
Brianna Stanton;59476701;1998-12-31
Stein Rogers;552747838;1926-10-30
Glass Bean;17044344;2012-01-07
George Mcpherson;191298025;1916-06-12
Tessa Boone;558465174;1938-08-13
Freida Leblanc;756585780;1915-08-08
Bridges Baird;345860680;1945-07-21
Santiago Martin;255667871;1921-04-14
Callie Noel;900575364;1953-02-04
Letitia Cherry;620101757;1941-09-23
Alma Carson;698247198;1918-11-22
Isabella Cook;731265397;1929-10-20
Belinda Douglas;880876243;1965-10-04
Kent Hickman;892560871;1937-12-04
Osborne Maxwell;860221955;1975-03-21
Morin Rosa;990209954;1966-12-15
Hansen Graves;764616726;1958-01-03
Alba Moses;544734951;2015-06-12
Harper White;686003869;1927-04-21
Gracie Abbott;198630293;1938-01-26
Martin Hudson;503520092;1961-09-28
Christie Bryant;26380939;1952-04-27
Kelley Rosario;765155917;1995-10-27
Wooten Shepherd;132096518;1960-11-20
Randolph Reeves;460988982;1965-04-30
Gay Ferrell;943483407;1921-06-04
Debora Sosa;263823648;1970-09-22
Gross Head;119066134;2010-06-28
Adriana Rodriquez;964450387;1994-02-09
Janie Prince;127639869;1941-06-07
Marcie Mcmillan;824108990;2003-03-24
Aguilar Lucas;64650813;1926-01-23
Mollie Villarreal;639183544;1977-07-22
Karin Kane;591377878;1975-03-27
Lora Walls;667541360;1954-03-17
Clara Herman;793555524;1952-06-23
Marissa Hendricks;580154594;1983-01-10
Lloyd Bradshaw;155123222;1976-01-20
Janis Solomon;242099580;1937-08-31
Jeanie Mooney;434606521;1971-06-26
Marilyn Bowman;6432223;1930-11-10
Collier Albert;455987036;1920-12-26
Wall Franco;960696869;1927-06-14
Schroeder Carey;268467097;2010-09-05
Elvia Delaney;68077724;1980-11-21
Selena Fuentes;787907116;1924-04-09
Tasha Gibson;719069805;1976-09-27
Nell Barnett;406742242;2012-01-02
Janell Smith;7590049;1992-07-18
Blanche Welch;598164734;1989-12-20
Graves Elliott;996409659;1949-06-23
Pate Jimenez;795093559;2002-12-20
Virginia Mckinney;840843212;1947-04-24
Cooper Ward;615503130;1972-01-17
Hannah Winters;456839397;1920-04-06
Curry Booker;410825174;1985-05-19
Cathryn Park;191578913;1921-10-23
Hess Joyce;428997785;1922-09-09
Haney Berg;998775278;1945-02-23
Jenny Chambers;100859466;1935-11-20
Helen Martinez;809110313;1958-10-12
Hazel Gray;897870367;1935-12-26
Beulah Robertson;258714295;1954-03-18
Polly Sears;316297772;1946-01-16
Myrtle Cruz;719356607;2015-02-16
Hayes Jackson;70400166;1972-07-02
Farley Norman;539461559;1980-04-02
Romero Lang;11257454;1932-02-24
Mann Norris;775058563;1995-03-08
Genevieve Gomez;277565913;1931-01-13
Wilkinson Wooten;137052163;1942-06-16
Tommie Hawkins;214590437;1946-07-11
Marian Griffin;735026247;2006-08-31
Savannah Holden;816650003;1935-02-16
Eunice Conway;934431568;1989-09-27
Dolores Knowles;250421143;1948-10-31
Lyons Meyer;768738388;1989-05-04
Hahn Arnold;52754603;1918-02-25
Perkins Kaufman;72937224;1989-04-14
Bailey Patrick;244794500;1946-08-27
Simmons Hunt;560150870;2014-07-19
Harmon Hansen;945214839;1969-02-08
Harriett Morris;344570804;1942-09-22
Ada Houston;465093779;1994-07-29
Lynnette Barton;908378380;1939-11-20
Martina Sandoval;893649330;1935-04-20
Melva Morrison;832766627;1978-03-09
Effie Roth;145878656;2015-12-07
Rasmussen Cunningham;930188067;1953-11-30
Bates Walsh;364862202;2010-12-07
Penny Forbes;96445991;1934-06-13
Horne Cochran;786400895;1959-06-14
Rosanne Grant;628188531;2014-04-13
Benjamin Molina;118002830;2005-01-04
Schmidt Mcfarland;996400941;1969-04-17
Edith Peters;467882442;2005-12-20
Vazquez Foley;737009491;1938-03-21
Vaughn Santos;855100590;1980-06-05
Annette Ruiz;13872702;1923-03-16
Kline Melton;488285713;1917-10-05
Mendez Yates;361049695;1986-07-31
Vincent Figueroa;889922274;1952-06-01
Hancock Byrd;592980846;1920-05-20
Flynn Schultz;628570675;1920-04-28
Patrick Eaton;987720075;1962-11-20
Watkins Heath;893647716;1959-07-29
Carpenter Vasquez;776819259;1969-04-18
Charity Justice;547715822;1966-10-12
Guerra Booth;19328813;2012-07-02
Raymond Gill;982527496;2000-03-13
Patti Wade;3562538;1955-08-19
Cervantes Owens;245282139;2006-09-29
Lucy Rose;953041879;1924-08-07
Cynthia Mcdaniel;308871632;1958-06-10
Crosby Wilson;592624247;1934-08-22
Silva Osborn;171219792;2006-01-15
Acosta Johnston;859709980;2010-09-14
Burris Snow;951624154;1994-11-14
Montgomery Bailey;29374069;2001-06-10
Mable Tran;427556151;1925-12-21
Dixie Robbins;711577179;1941-01-08
Allen Goff;262001123;1919-07-25
Celia Robles;698154912;1955-10-03
Kenya Montoya;588362191;1988-05-09
Aida Valenzuela;577980982;2007-03-11
Young English;860012808;2004-01-27
Walsh Mason;279745291;1962-11-28
Dora Murray;966570752;1920-05-16
Margarita Dotson;560516051;1948-07-06
Shana Weiss;304151275;1928-10-12
Carney Skinner;481783804;1990-07-17
Cruz Nash;680015802;1984-01-18
Christa Macias;712165363;1977-06-04
Karyn Rowe;914305035;1987-05-19
Pugh Saunders;279413114;1918-05-19
Rhoda Hughes;600676057;1944-07-04
Jamie Benson;6002760;2010-11-01
Lessie Dennis;499460454;1917-01-02
York Wise;241711186;2004-10-08
Lydia Phelps;240539410;1931-05-31
Araceli Talley;709239645;1973-08-31
Hickman Mcneil;638567738;2014-08-27
Roman Glover;948955113;1936-04-03
Mcleod Morin;790356182;1934-02-16
June Waller;295626413;1962-01-12
Emerson Horn;865084623;1985-05-02
Petra Chapman;864410246;1959-05-11
Walter Woodard;938419953;1984-04-17
Naomi Snyder;232325790;1932-09-25
Merle Ashley;453566574;2000-02-01
Estes Farley;364353369;1953-05-25
Imogene Stephenson;693603671;1960-02-19
Perry Atkins;713750066;1968-05-01
Barrett Roberts;622645260;1979-10-25
Chase Atkinson;950222621;1999-11-17
Kathryn Oneill;286787375;1962-11-23
Rosemarie Witt;553698511;2002-05-05
Sabrina Whitfield;785629856;1970-05-12
Rachel Mccall;937741060;1977-05-30
Berry Good;265139654;1950-09-14
Rosella Mckee;97643713;1974-02-06
Pittman Mccullough;5576905;2005-03-08
Alice Banks;158181729;1958-10-12
Nina Marks;169461266;1983-02-18
Felicia Suarez;126397377;1920-08-02
Newton Hutchinson;75403752;1986-12-04
Gordon Gross;438234194;1989-01-24
Blanca Luna;669563660;2006-05-22
Christi Stanley;291235619;1971-02-17
Hudson Briggs;620870306;1946-12-30
Alana Delgado;802190890;1938-09-16
Peggy Greene;748637106;2011-04-01
Levine Koch;664483675;1957-05-16
Marquez Calderon;302419988;1981-05-31
Nikki Deleon;485000668;1958-12-06
Bonner Barr;442966429;1928-03-21
Benson William;507946916;1916-12-01
Fitzgerald Farrell;613557652;1944-07-31
Eva Haney;979933899;1922-12-20
Burch Michael;800171488;1963-04-19
Pollard Diaz;335831595;1977-12-12
Rios Huff;908047326;1991-02-18
Hartman Ramos;434169050;2012-09-04
Angelia Lopez;78989525;1945-06-27
Jana Fisher;806524540;1975-07-11
Tabitha Fitzgerald;120735278;1934-11-21
Terrie Bentley;748945332;1928-05-17
Schultz West;787274529;1969-07-02
Millie Bauer;891193892;1997-12-17
Lane Cooper;226447494;1990-07-01
Tran Stevens;797429669;1994-09-18
Hendrix Guzman;981365050;1997-08-02
Sutton Alvarez;153437016;1957-05-01
Matilda Stout;770970774;1956-07-13
Mathis Hess;139917701;2013-06-19
Velma Richard;236267948;1942-05-01
Edwina Rice;836131658;1954-08-22
Casey Joseph;796807172;1957-03-11
Ofelia Best;604029914;1932-10-04
Jackie Allen;965219398;2012-04-04
Peck Weber;779648117;1998-03-19
Gabrielle Harding;224589957;1992-03-14
Hinton Shepard;27973124;1986-09-02
Ann Wood;216517781;1941-06-14
Blackburn Christian;969848003;1987-10-30
Lidia Bowers;188966582;1925-11-07
Reid Snider;351516394;1994-11-21
Leonard Moody;732074516;2002-10-07
Powers Hendrix;807433234;1987-06-27
Jenkins Tucker;989390155;1975-08-18
Ray Velez;142676672;2000-07-14
Regina Rutledge;989099951;1917-08-09
Bird Potter;893615813;1917-05-07
Erin Goodman;193816344;2009-11-22
Tammi Oliver;453626388;1973-06-18
Weaver Dudley;14929968;1945-08-19
Reyna Kent;346953232;1937-01-14
Deanne Duke;27975546;2006-12-19
Gardner Reed;740218741;2003-06-16
Beasley Bray;129607558;1974-01-25
Sparks Finch;320339087;1969-11-06
Juliet Hopper;519883124;1992-05-24
Karen Dejesus;334580503;1975-09-29
Bryant Jarvis;316860043;1932-03-01
Oneil Fleming;539750797;1965-06-18
Cleo Hernandez;877761223;1934-07-05
Marjorie Sullivan;719443824;1994-06-05
Mary Dixon;677958342;1980-12-22
Mcintosh Hardy;278037779;1973-06-07
Alberta Hale;353175819;1934-11-04
Sophia Clark;570679374;1976-02-10
Lelia Terry;435008759;1998-06-28
Harrell Hardin;261183851;2013-11-06
Johnnie Yang;308541391;1916-02-13
Noreen Mcintosh;204253075;2014-02-10
Barnett Thompson;141310894;1934-03-31
Mayra Decker;549296144;1933-11-14
Natalia Andrews;405812506;1936-06-20
Aline Middleton;735956408;1960-04-23
Elena Mendoza;194316966;1975-06-19
Melanie Carroll;440661125;1941-06-30
Melissa Lancaster;732968287;1953-11-03
Salazar Lester;873757934;1944-08-10
Alisa Lynch;384648373;1944-12-31
Sheena Moon;931964164;1970-02-11
Malone Sykes;327600250;1936-02-06
Hilda Gonzalez;849489111;1987-05-21
Hope Serrano;81964744;1927-07-27
Lina Weeks;223994621;1966-05-16
Terry Obrien;894537792;1964-06-17
Cain Howard;569612161;1924-05-24
Orr Hahn;740238151;1985-08-06
Stout Wiley;164652283;1940-11-28
Hilary Le;596188038;1967-06-07
Briana Burnett;580221185;1925-03-15
Whitehead Carter;713762924;1952-10-02
Francesca Lowery;433433769;1921-08-06
Johnston Ingram;557727622;1948-11-20
Lila Larsen;946599581;1982-08-13
Dolly Byers;878625925;1948-10-31
Curtis Drake;602008799;1929-10-02
Jayne Richardson;262064321;1987-09-29
Juarez Dominguez;608997870;1957-03-16
Rodriguez Hooper;317177160;1962-12-15
Rachelle Bennett;48796362;1975-12-26
Charlotte Page;207784507;1949-12-11
Desiree Kelly;210605221;1952-05-19
Jerry Fernandez;257673292;1994-07-15
Latonya Flynn;990220284;1945-07-18
Lourdes Warner;163720327;1944-02-01
Judy Haynes;803366911;1945-08-17
Hewitt Sexton;658318352;1989-03-02
Mccormick Hayden;665560609;1923-01-10
Dollie Ayers;3706266;1918-05-12
Bowen Dale;203746474;1937-11-20
Estella Christensen;204596784;1968-03-02
Freeman Rodriguez;918424343;1955-07-06
Rosalind Randall;490749901;1956-04-26
Patricia Cox;104547181;2014-06-10
Jordan Clemons;109282679;1960-02-26
Christensen Steele;156033795;1939-06-19
Pope Carney;479014884;1935-12-01
Anna Randolph;380492489;2015-07-26
Wade Palmer;944217486;1941-05-26
Katina Duran;795575097;1974-09-17
Pearson Massey;811107326;2015-06-13
Avis Jacobs;277617787;1981-08-26
Mullins Jordan;773275265;1954-04-17
Lara Nixon;983161870;1968-06-19
Meghan Kidd;738966741;1953-08-23
Sharron Sutton;439048433;2001-01-01
Hunter Sherman;128079514;2001-01-29
Ayers Washington;440750712;1961-10-17
Mercado Pratt;934594005;1937-03-24
Osborn Walton;934829542;1953-07-30
Durham Levine;868400731;1924-03-29
Adela Montgomery;901195051;1970-05-30
Weber Preston;146696018;1949-09-01
Griffin Cole;641932397;1936-04-05
Norris Trujillo;668346000;1969-08-29
Mcclain Burris;624143298;2004-09-02
Mai Lyons;235095169;1931-05-19
Louella Holland;475591474;1963-11-15
Castillo Cortez;786654305;1944-08-06
Holcomb Rasmussen;987074333;1968-03-27
Higgins Craig;746037441;1917-09-28
Mcknight Avery;102921984;1952-05-13
Elizabeth Mercado;951231362;1967-12-15
Nola Vaughan;153020625;1988-11-25
Mayer Cobb;299737645;1944-06-25
Joni Parker;846734605;2008-01-02
Angelique Perez;525097276;1931-08-08
Gena Mitchell;235853450;1953-05-22
Deborah Johnson;922824467;1932-11-25
Chandra Tyler;563198301;2009-09-25
Miranda Wong;718578220;1921-05-12
Colleen Matthews;335399737;1991-11-17
Pam Bernard;32589881;2010-01-15
Browning Walter;284905211;1925-05-19
Addie Paul;415650059;1935-08-17
Cassandra Sparks;170921569;1946-04-01
Zimmerman Shaw;38908857;1958-05-27
Turner Haley;443164259;1943-04-16
Munoz Mosley;189637582;1983-07-25
Reeves Marsh;920822190;1937-06-01
Abby Mcbride;573575240;1915-08-30
Catherine Blankenship;427590141;1922-12-17
Elinor Crawford;339986769;2006-03-19
Julia Kim;195441123;1922-09-24
Hodge Wells;43397973;1994-10-20
Horton Alford;184664839;1960-07-20
Rogers Brown;226961163;1928-03-12
Isabel French;850071000;2007-01-13
Gretchen Cleveland;665319709;1965-03-17
Reed Key;461526360;1926-11-06
Mabel Stevenson;861064684;1970-12-07
Gladys Strong;639666035;1951-06-29
Hardin Garrison;309455591;1982-03-08
Logan Dunlap;172186658;1943-10-29
Allie Waters;606763952;1938-03-07
Livingston Gonzales;405718530;1988-01-20
Owen Flowers;328304997;1981-06-25
Denise Larson;197697159;1922-08-20
Lesa Hays;958072350;2001-01-21
Roth Hoffman;726654780;2000-05-06
Trisha Velasquez;184062721;2005-09-30
Nelda Harrington;754663782;1982-12-18
Crane Valentine;699766143;1982-07-12
Danielle Wall;605846116;1915-07-12
Gwendolyn Reid;972548389;1997-12-05
Barbra Jenkins;232367392;1926-08-24
Sharlene Roberson;293629769;1925-11-02
Bartlett Graham;915543425;2009-06-25
Lilly Ray;2384059;1962-09-07
Aisha Coleman;147767880;1932-12-05
Sandoval Wilcox;122572618;1957-03-01
Latasha Guerrero;930124312;1935-01-01
Barbara Wilder;317879988;1936-10-26
Shawna Vinson;595659910;1976-11-25
Lolita Lewis;200324411;1940-04-28
Tabatha Ellis;342793428;1943-02-21
Wright Hanson;562836591;1999-11-18
Geneva Green;238009248;1966-12-29
Fuller Riddle;167698784;1956-07-25
Shirley Blackwell;714894214;1971-02-05
Beard Long;732739077;1950-07-06
Kidd Wagner;538425717;1950-05-15
Finley Benton;821716567;2010-05-24
Katy Collier;319678890;1961-10-13
Cathy Nielsen;309406131;1918-07-12
Aimee Sloan;577826625;1970-05-30
Claire Burke;74401260;1967-01-08
Mcintyre Cardenas;809139511;2014-09-28
Sargent Rojas;880659993;1988-11-02
Yvonne James;359210197;1949-09-14
Ballard Rodgers;87997490;1961-09-22
Ladonna Simpson;109128250;1970-09-26
Leonor Russell;711008067;1918-05-01
Williams Mcknight;87292801;1998-07-19
Carey Cooke;441522181;1917-09-25
Sara Poole;334289077;1943-04-22
Elba Shannon;777469186;2016-02-18
Daniels Miller;426567600;2002-11-23
Rivas Noble;456334392;1935-11-26
Ines Cervantes;437485369;1952-12-27
Brady Osborne;595538378;1915-06-14
Francisca Cross;243513674;1998-09-18
Marcella Phillips;349005421;1937-06-15
Donaldson Austin;630440037;1939-08-03
Natasha Bass;642064197;1997-10-31
Sadie Barker;797026300;1970-11-20
Elliott Landry;613185211;2010-11-02
Bonnie Gamble;464604389;1987-10-13
Cantu Hatfield;422110939;1958-10-15
Terrell Barlow;790447716;1956-06-29
Lancaster Moreno;988993582;1980-12-13
Jo Buckley;738241000;1968-04-24
Sawyer Fulton;157895850;1915-10-06
Webster Bond;81856983;1976-01-19
Mccarty Watkins;555117395;1934-06-08
Ava Nunez;169943912;1995-09-25
Willa Whitley;747027269;1940-08-24
Angela Morgan;239123602;1931-06-21
Pearlie Garza;874064260;1938-09-05
Small Dillon;996325504;1932-12-13
Cleveland Dodson;15124616;1995-03-03
